claim_id,file_line,value,macro_or_literal,provenance,configuration,status,claim_context
CL0887,presentations/v6/talk_v6.tex:1174,7.9,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1174,Context: {frame}{H1 — TOP Centroid Position: Saturation and Edge Bias},unverified,"\begin{frame}{H1 — TOP Centroid Position: Saturation and Edge Bias}     \alert{END $\Delta t$: $\sigma_x=7.9\mm$, zero edge bias.} Use END for position."
CL0888,presentations/v6/talk_v6.tex:1184,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1184,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     \begin{itemize}\setlength\itemsep{3pt}
CL0889,presentations/v6/talk_v6.tex:1185,0.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1185,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}       \item \textbf{Photon emission timing:} convolution of $\tau_\text{rise}=0.5\ns$ + $\tau_\text{decay}=1.5\ns$ → time-to-first-photon distribution
CL0890,presentations/v6/talk_v6.tex:1185,1.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1185,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}       \item \textbf{Photon emission timing:} convolution of $\tau_\text{rise}=0.5\ns$ + $\tau_\text{decay}=1.5\ns$ → time-to-first-photon distribution
CL0891,presentations/v6/talk_v6.tex:1188,6,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1188,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             Published measurement, optically identical $6{\times}6$\,mm$^2$ NUV-MT\\"
CL0892,presentations/v6/talk_v6.tex:1188,6,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1188,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             Published measurement, optically identical $6{\times}6$\,mm$^2$ NUV-MT\\"
CL0893,presentations/v6/talk_v6.tex:1188,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1188,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             Published measurement, optically identical $6{\times}6$\,mm$^2$ NUV-MT\\"
CL0894,presentations/v6/talk_v6.tex:1189,9,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1189,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             (AFBR-S4N66P014M; Lee et al., IEEE TRPMS \textbf{9}(4), 406--411, 2025,"
CL0895,presentations/v6/talk_v6.tex:1189,4,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1189,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             (AFBR-S4N66P014M; Lee et al., IEEE TRPMS \textbf{9}(4), 406--411, 2025,"
CL0896,presentations/v6/talk_v6.tex:1189,406,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1189,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             (AFBR-S4N66P014M; Lee et al., IEEE TRPMS \textbf{9}(4), 406--411, 2025,"
CL0897,presentations/v6/talk_v6.tex:1189,-411,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1189,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             (AFBR-S4N66P014M; Lee et al., IEEE TRPMS \textbf{9}(4), 406--411, 2025,"
CL0898,presentations/v6/talk_v6.tex:1189,2025,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1189,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             (AFBR-S4N66P014M; Lee et al., IEEE TRPMS \textbf{9}(4), 406--411, 2025,"
CL0899,presentations/v6/talk_v6.tex:1190,10.1109,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1190,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             DOI:~10.1109/TRPMS.2024.3518479):\\
CL0900,presentations/v6/talk_v6.tex:1190,2024.3518479,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1190,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             DOI:~10.1109/TRPMS.2024.3518479):\\
CL0901,presentations/v6/talk_v6.tex:1192,137,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1192,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             intrinsic: $137\pm4\ps$ FWHM $\Rightarrow$ $\sigma = \text{FWHM}/2.355 \approx 58\ps$\\
CL0902,presentations/v6/talk_v6.tex:1192,2.355,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1192,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             intrinsic: $137\pm4\ps$ FWHM $\Rightarrow$ $\sigma = \text{FWHM}/2.355 \approx 58\ps$\\
CL0903,presentations/v6/talk_v6.tex:1192,58,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1192,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             intrinsic: $137\pm4\ps$ FWHM $\Rightarrow$ $\sigma = \text{FWHM}/2.355 \approx 58\ps$\\
CL0904,presentations/v6/talk_v6.tex:1193,172,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1193,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             w/ electronics: $172\ps$ FWHM $\Rightarrow$ $\sigma\approx73\ps$\\
CL0905,presentations/v6/talk_v6.tex:1194,48,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1194,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             $V_b=48\,\text{V}$ (${\approx}15.5\,\text{V}$ OV, near abs.\ max.\ of 16\,V);"
CL0906,presentations/v6/talk_v6.tex:1194,15.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1194,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             $V_b=48\,\text{V}$ (${\approx}15.5\,\text{V}$ OV, near abs.\ max.\ of 16\,V);"
CL0907,presentations/v6/talk_v6.tex:1194,16,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1194,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             $V_b=48\,\text{V}$ (${\approx}15.5\,\text{V}$ OV, near abs.\ max.\ of 16\,V);"
CL0908,presentations/v6/talk_v6.tex:1195,40,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1195,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             SPTR degrades below ${\approx}40\,\text{V}$."
CL0909,presentations/v6/talk_v6.tex:1196,48,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1196,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             48\,V is the assumed operating point, not guaranteed.\\"
CL0910,presentations/v6/talk_v6.tex:1197,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1197,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             \textit{$\sigma_\text{TOP}=15.2\ps$ is a std.\ dev.; SPTR FWHM must be
CL0911,presentations/v6/talk_v6.tex:1198,2.355,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1198,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}             converted ($\sigma=\text{FWHM}/2.355$) before combining.}}
CL0912,presentations/v6/talk_v6.tex:1203,\includegraphics[width=\linewidth]{figs/#1},\anafig,No independently matching source located; deck declaration only: presentations/v6/talk_v6.tex:20,Configuration not established from an independent source,unverified,\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     \anafig{fig_sigma_t_x}\\[2pt]
CL0913,presentations/v6/talk_v6.tex:1206,"50.49\,\text{ps}",\RessigmaxzEROejC,"/home/rrios/ej200/analysis/optim/phase_ab_optimal.csv: ej230; scripts/results_macros.py reproduces 50.49441453; historical CSV reproduced, not a new timing simulation.","EJ230, End, N_TOP=0, x=0 mm",valid,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     G4 ($x=0$, $m^*$-opt, GEN-3 END-only): EJ-230 (\RessigmaxzEROejC) $<$ EJ-204 (\RessigmaxzEROejB) $<$ EJ-200 (\RessigmaxzEROejA)."
CL0914,presentations/v6/talk_v6.tex:1206,"53.36\,\text{ps}",\RessigmaxzEROejB,"/home/rrios/ej200/analysis/optim/phase_ab_optimal.csv: ej204; scripts/results_macros.py reproduces 53.35502677; historical CSV reproduced, not a new timing simulation.","EJ204, End, N_TOP=0, x=0 mm",valid,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     G4 ($x=0$, $m^*$-opt, GEN-3 END-only): EJ-230 (\RessigmaxzEROejC) $<$ EJ-204 (\RessigmaxzEROejB) $<$ EJ-200 (\RessigmaxzEROejA)."
CL0915,presentations/v6/talk_v6.tex:1206,"54.86\,\text{ps}",\RessigmaxzEROejA,"/home/rrios/ej200/analysis/optim/phase_ab_optimal.csv: ej200; scripts/results_macros.py reproduces 54.86183301; historical CSV reproduced, not a new timing simulation.","EJ200, End, N_TOP=0, x=0 mm",valid,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     G4 ($x=0$, $m^*$-opt, GEN-3 END-only): EJ-230 (\RessigmaxzEROejC) $<$ EJ-204 (\RessigmaxzEROejB) $<$ EJ-200 (\RessigmaxzEROejA)."
CL0916,presentations/v6/talk_v6.tex:1206,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1206,Context: {frame}{I1 — Jitter: Sources and SPTR Provenance},unverified,"\begin{frame}{I1 — Jitter: Sources and SPTR Provenance}     G4 ($x=0$, $m^*$-opt, GEN-3 END-only): EJ-230 (\RessigmaxzEROejC) $<$ EJ-204 (\RessigmaxzEROejB) $<$ EJ-200 (\RessigmaxzEROejA)."
CL0917,presentations/v6/talk_v6.tex:1213,4,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1213,Context: {frame}{I2 — Timing Simulation Coverage},unverified,\begin{frame}{I2 — Timing Simulation Coverage}   \begin{itemize}\setlength\itemsep{4pt}
CL0918,presentations/v6/talk_v6.tex:1216,23,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1216,Context: {frame}{I2 — Timing Simulation Coverage},unverified,"\begin{frame}{I2 — Timing Simulation Coverage}     \item Optical crosstalk: 23\% total at 12\,V OV;"
CL0919,presentations/v6/talk_v6.tex:1216,12,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1216,Context: {frame}{I2 — Timing Simulation Coverage},unverified,"\begin{frame}{I2 — Timing Simulation Coverage}     \item Optical crosstalk: 23\% total at 12\,V OV;"
CL0920,presentations/v6/talk_v6.tex:1220,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1220,Context: {frame}{I2 — Timing Simulation Coverage},unverified,\begin{frame}{I2 — Timing Simulation Coverage}   \alert{Quoted $\sigma_\text{TOP}=15.2\ps$ is a lower bound.}\\[6pt]
CL0921,presentations/v6/talk_v6.tex:1231,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1231,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,\begin{frame}{J1 — Simulation Provenance and Data Files}     \begin{itemize}\setlength\itemsep{2pt}\small
CL0922,presentations/v6/talk_v6.tex:1236,4,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0923,presentations/v6/talk_v6.tex:1236,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0924,presentations/v6/talk_v6.tex:1236,14,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0925,presentations/v6/talk_v6.tex:1236,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0926,presentations/v6/talk_v6.tex:1236,-600,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0927,presentations/v6/talk_v6.tex:1236,+600,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1236,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}         \texttt{ntop\{4,8,14,20\}\_x\{-600,...,+600\}.root}"
CL0928,presentations/v6/talk_v6.tex:1242,1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1242,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,\begin{frame}{J1 — Simulation Provenance and Data Files}     \begin{itemize}\setlength\itemsep{1pt}\small
CL0929,presentations/v6/talk_v6.tex:1254,5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1254,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}       Events/file & 5\,000 \\"
CL0930,presentations/v6/talk_v6.tex:1254,000,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1254,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}       Events/file & 5\,000 \\"
CL0931,presentations/v6/talk_v6.tex:1255,13,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1255,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}       Positions $x$ & 13 ($-600$ to $+600$\,mm) \\"
CL0932,presentations/v6/talk_v6.tex:1255,-600,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1255,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}       Positions $x$ & 13 ($-600$ to $+600$\,mm) \\"
CL0933,presentations/v6/talk_v6.tex:1255,+600,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:1255,Context: {frame}{J1 — Simulation Provenance and Data Files},unverified,"\begin{frame}{J1 — Simulation Provenance and Data Files}       Positions $x$ & 13 ($-600$ to $+600$\,mm) \\"
